,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmid,central city,city,osmname,,surface,osmwikipedia,osmlink,category,lat,lon,,,,,,,,,,,,,,,,,,,
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,,height,,,,,,15,15,,,,,,,,,,,,,,,,,
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,,m3,,,,,,,,,,,,,,,,,,,,,,,,
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249545347,Toulouse,cintegabelle,Église Notre-Dame,river,1098.490009,https://fr.wikipedia.org/wiki/Cintegabelle#Lieux_et_monuments,http://www.openstreetmap.org/way/249545347,parish,43.31297719,1.532498659,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
249545347,Toulouse,cintegabelle,Église Notre-Dame,,year,,,,,,1000,1200,1400,1600,,,,,,,,,,,,,,,
249545347,Toulouse,cintegabelle,Église Notre-Dame,,surface,,,,,,0,580,0,1100,,,,,,,,,,,,,,,
249545347,Toulouse,cintegabelle,Église Notre-Dame,,height,,,,,,11,11,15,15,,,,,,,,,,,,,,,
249545347,Toulouse,cintegabelle,Église Notre-Dame,,m3,,,,,,,,,,,,,,,,,,,,,,,,
249545347,Toulouse,cintegabelle,Église Notre-Dame,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177387185,Toulouse,belpech,Église Saint-Saturnin,river,1101.689501,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Saturnin_de_Belpech,http://www.openstreetmap.org/way/177387185,parish,43.19838661,1.752508542,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
177387185,Toulouse,belpech,Église Saint-Saturnin,,year,,,,,,900,1100,1312,1350,,,,,,,,,,,,,,,
177387185,Toulouse,belpech,Église Saint-Saturnin,,surface,,,,,,0,580,0,1100,,,,,,,,,,,,,,,
177387185,Toulouse,belpech,Église Saint-Saturnin,,height,,,,,,11,11,15,15,,,,,,,,,,,,,,,
177387185,Toulouse,belpech,Église Saint-Saturnin,,m3,,,,,,,,,,,,,,,,,,,,,,,,
177387185,Toulouse,belpech,Église Saint-Saturnin,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,river,1112.712878,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-du-Bourg_de_Rabastens,http://www.openstreetmap.org/way/63251283,conventual,43.8211879,1.724989462,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,,year,,,,,,1100,1200,1230,1430,,,,,,,,,,,,,,,
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,,surface,,,,,,0,580,0,1100,,,,,,,,,,,,,,,
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,,height,,,,,,11,11,15,15,,,,,,,,,,,,,,,
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,,m3,,,,,,,,,,,,,,,,,,,,,,,,
63251283,Toulouse,rabastens,Église Notre-Dame du Bourg,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,river,1139.415596,fr.wikipedia.org/wiki/Cathédrale_Sainte-Marie_de_Lombez,http://www.openstreetmap.org/way/77478869,conventual,43.47449229,0.910646511364065,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,,year,,,,,,800,900,1100,1200,1329,1400,,,,,,,,,,,,,
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,,surface,,,,,,0,400,,180,0,1100,,,,,,,,,,,,,
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,,height,,,,,,11,11,11,11,15,15,,,,,,,,,,,,,
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,,m3,,,,,,,,,,,,,,,,,,,,,,,,
77478869,Toulouse,lombez,Cathédrale Sainte-Marie,,guestimate,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81589764,Toulouse,muret,Église Saint-Jacques,river,1145.789433,http://www.tourisme-midi-pyrenees.com/eglise-saint-jacques/muret/tabid/2271/offreid/da556175-55f3-4d75-b053-b9ad14925f2f/detail.aspx,http://www.openstreetmap.org/way/81589764,parish,43.46080008,1.326540172,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
81589764,Toulouse,muret,Église Saint-Jacques,,year,,,,,,1100,1200,1300,1400,,,,,,,,,,,,,,,
81589764,Toulouse,muret,Église Saint-Jacques,,surface,,,,,,0,800,,300,,,,,,,,,,,,,,,
81589764,Toulouse,muret,Église Saint-Jacques,,height,, ,,,,15,15,15,15,,,,,,,,,,,,,,,
81589764,Toulouse,muret,Église Saint-Jacques,,m3,,,,,,0,0,0,0,,,,,,,,,,,,,,,
81589764,Toulouse,muret,Église Saint-Jacques,,guestimate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368813424,Toulouse,mazeres,eglise,river,1184.997849,http://www.ville-mazeres.fr/A-voir,http://www.openstreetmap.org/way/368813424,parish,43.25187085,1.677324002,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
368813424,Toulouse,mazeres,eglise,,year,,,,,,1200,1250,,,,,,,,,,,,,,,,,
368813424,Toulouse,mazeres,eglise,,surface,,,,,,0,580,,,,,,,,,,,,,,,,,
368813424,Toulouse,mazeres,eglise,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
368813424,Toulouse,mazeres,eglise,,m3,,,,,,,,,,,,,,,,,,,,,,,,
368813424,Toulouse,mazeres,eglise,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113010463,Toulouse,gimont,Notre-Dame,land,1282.793215,https://fr.wikipedia.org/wiki/Gimont#Lieux_et_monuments,http://www.openstreetmap.org/way/113010463,parish,43.6266201,0.876267221,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
113010463,Toulouse,gimont,Notre-Dame,,year,,,,,,1290,1350,,,,,,,,,,,,,,,,,
113010463,Toulouse,gimont,Notre-Dame,,surface,,,,,,0,1200,,,,,,,,,,,,,,,,,
113010463,Toulouse,gimont,Notre-Dame,,height,,,,,,18,18,,,,,,,,,,,,,,,,,
113010463,Toulouse,gimont,Notre-Dame,,m3,,,,,,,,,,,,,,,,,,,,,,,,
113010463,Toulouse,gimont,Notre-Dame,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,land,1290.793671,https://fr.wikipedia.org/wiki/Abbaye_Sainte-Marie_du_D%C3%A9sert,http://www.openstreetmap.org/way/166141896,conventual,43.69332159,1.115955428,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,,year,,,,,,1117,1200,,,,,,,,,,,,,,,,,
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,,surface,,,,,,0,690,,,,,,,,,,,,,,,,,
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,,m3,,,,,,,,,,,,,,,,,,,,,,,,
166141896,Toulouse,belle garde sainte marie,Abbatiale Sainte-Marie-du-Désert,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,river,1339.661951,https://fr.wikipedia.org/wiki/Notre-Dame_de_la_Jonqui%C3%A8re,http://www.openstreetmap.org/way/64541109,parish,43.85184126,1.81085793,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,,year,,,, ,,1282,1500,,,,,,,,,,,,,,,,,
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,,surface,,,,,,0,1000,,,,,,,,,,,,,,,,,
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,,height,,,,,,16,16,,,,,,,,,,,,,,,,,
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,,m3,,,,,,,,,,,,,,,,,,,,,,,,
64541109,Toulouse,lisle-sur-tarn,Église Notre-Dame de la Jonquière,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,river,1341.23638,NA,http://www.openstreetmap.org/way/61781436,parish,43.95705495,1.231130753,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,,year,,,,,,1300,1500,,,,,,,,,,,,,,,,,
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,,surface,,,,,,0,1300,,,,,,,,,,,,,,,,,
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,,height,,,,,,16,16,,,,,,,,,,,,,,,,,
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,,m3,,,,,,,,,,,,,,,,,,,,,,,,
61781436,Toulouse,montech,Notre-Dame-de-la-Visitation,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,river,1477.150773,http://tourisme-gascognetoulousaine.fr/collegiale-saint-martin,http://www.openstreetmap.org/way/65884823,other,43.6123492,1.080934539,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,,year,,,,,,1177,1200,,,,,,,,,,,,,,,,,
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,,surface,,,,,,0,220,,,,,,,,,,,,,,,,,
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,,height,,,,,,7,7,,,,,,,,,,,,,,,,,
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,,m3,,,,,,,,,,,,,,,,,,,,,,,,
65884823,Toulouse,l'isle jourdain,Collégiale Saint-Martin,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,river,1573.915311,fr.wikipedia.org/wiki/Cathédrale_de_la_Nativité-de-Marie_de_Rieux,http://www.openstreetmap.org/way/109186700,conventual,43.25836878,1.203155927,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,,year,,,,,,1100,1200,1317,1400,,,,,,,,,,,,,,,
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,,surface,,,,,,0,850,0,1600,,,,,,,,,,,,,,,
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,,height,,,,,,13,13,18,18,,,,,,,,,,,,,,,
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,,m3,,,,,,,,,,,,,,,,,,,,,,,,
109186700,Toulouse,rieux volvestre,Cathédrale de la Nativité-de-Marie,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,land,1595.023661,fr.wikipedia.org/wiki/Abbaye_de_Saint-Papoul,http://www.openstreetmap.org/relation/5429932,conventual,43.33071817,2.033629301,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,,year,,,,,,700,800,1100,1300,,,,,,,,,,,,,,,
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,,surface,,,,,,0,530,0,1000,,,,,,,,,,,,,,,
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,,height,,,,,,10,10,14,14,,,,,,,,,,,,,,,
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,,m3,,,,,,,,,,,,,,,,,,,,,,,,
5429932,Toulouse,Saint-Papoul,Abbaye de Saint-Papoul,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,river,1774.877597,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-l%27Assomption_de_Beaumont-de-Lomagne,http://www.openstreetmap.org/way/255017121,parish,43.88381618,0.988642212610572,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,,year,,,,,,1000,1100,1300,1400,,,,,,,,,,,,,,,
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,,surface,,,,,,0,950,0,1800,,,,,,,,,,,,,,,
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,,height,,,,,,14,14,19,19,,,,,,,,,,,,,,,
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,,m3,,,,,,,,,,,,,,,,,,,,,,,,
255017121,Toulouse,beaumont de lomagne,Notre-Dame-de-l'Assomption de Beaumont-de-Lomagne,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,river,1793.420206,fr.wikipedia.org/wiki/Église_Saint-Alain_de_Lavaur,http://www.openstreetmap.org/way/82779787,conventual,43.69920988,1.821805968,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,,year,,,,,,1000,1100,1255,1300,,,,,,,,,,,,,,,
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,,surface,, ,,,,0,950,0,1800,,,,,,,,,,,,,,,
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,,height,,,,,,14,14,19,19,,,,,,,,,,,,,,,
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,,m3,,,,,,,,,,,,,,,,,,,,,,,,
82779787,Toulouse,Lavaur,Cathédrale Saint-Alain,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,river,1961.000527,fr.wikipedia.org/wiki/Église_Notre-Dame-de-l'Assomption_de_Grenade,http://www.openstreetmap.org/way/74679373,conventual,43.77126563,1.294268814,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,,year,,,,,,1290,1367,,,,,,,,,,,,,,,,,
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,,surface,,,,,,0,2000,,,,,,,,,,,,,,,,,
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,,height,,,,,,20,20,,,,,,,,,,,,,,,,,
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,,m3,,,,,,,,,,,,,,,,,,,,,,,,
74679373,Toulouse,grenade,Église Notre-Dame de l'Assomption,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
